fips,inc_2018
04009,51352
02195,66907
02158,35539
04013,61606
04023,40467
04012,33333
04015,43266
04005,57616
04025,50180
04011,60962
04021,55550
05099,37635
05037,43838
05039,36628
05027,36148
05125,62152
05141,36897
05065,40218
05063,43523
05083,39748
05053,51920
05047,39463
05109,37406
05069,38289
05097,37855
05127,35509
05131,43240
05033,46619
05017,33051
05071,37170
05077,28367
29029,52087
29099,63030
29143,35399
29173,55546
30017,55841
30075,52457
30085,42904
30051,47419
30083,67272
30101,46823
30019,54750
30045,45764
30023,41783
30055,47500
30087,56549
30021,59820
30007,56469
30071,46222
31009,50870
31049,48500
31113,51607
31169,50734
31001,51536
31011,54063
31149,52604
31163,51172
31093,54399
31073,62545
47153,51750
47157,49782
47077,42430
47089,47264
47017,40810
47037,56507
47135,34634
47121,43250
47075,38362
47125,55972
47061,36987
47029,33614
47041,44134
47101,37139
47131,39866
47167,60167
47045,43762
47065,53035
47139,41818
47185,40745
47163,43442
36095,53989
36035,50248
36083,65851
36033,51696
36081,64987
36115,54114
36061,82459
36011,56579
36087,91108
36063,54085
36031,56196
36059,111240
36097,51479
36017,50595
36045,52268
36103,96675
36121,57914
36075,53597
36117,55765
36007,50859
36029,55673
36105,56256
05011,39510
05073,32412
05107,29263
05149,42361
05113,37035
05103,34887
05081,45388
05091,41903
05145,43822
06033,42475
29065,39916
29129,44085
29229,32752
29047,68367
29195,43201
29227,52500
29079,42574
29141,37727
29179,40929
29189,65300
29209,46443
29009,41463
29019,54043
29051,57587
29055,38036
29093,37188
29117,47885
29135,54828
29155,33390
29159,44382
29203,32180
29175,46610
29069,34186
29071,55312
29089,50372
29095,52805
29131,42718
29171,37367
29213,41487
29021,50457
29025,48033
29037,67659
29049,58510
29059,41551
29085,36190
29113,61628
29137,43973
29145,49023
29163,45753
29183,81411
29031,51730
29205,44051
29225,47421
29005,48385
29013,46186
29015,38028
29035,39415
29057,39979
29115,43642
29091,36143
29101,53056
29105,46192
29125,44436
29161,42846
29165,76912
29187,45774
29510,41107
29003,55683
29023,39058
48475,64630
48013,55265
48353,44346
48229,29318
48203,51202
48327,40606
48149,56297
48491,83679
48233,50651
48343,42961
48361,55700
48495,59167
48201,60146
48053,59238
48171,58325
48113,56854
48311,68750
48503,47194
48251,62066
48223,51877
48357,49928
48275,46146
48309,48199
48095,43355
48137,40313
48133,35325
48243,53194
48247,32049
48339,77416
48127,27832
48479,42293
48011,66563
48069,45000
48273,42021
48097,57646
48107,37899
48151,46827
48131,37382
48031,63071
48241,46088
48245,48463
48271,31468
48359,63315
48279,43396
48295,57372
48307,45329
48319,40708
48125,41618
48287,55000
48439,64874
48001,43355
48139,72213
48239,60276
48265,52473
48331,47081
48093,47893
48145,38032
48047,27378
48015,65365
48261,36125
48089,49504
31091,39115
31153,79549
31015,50729
31059,55625
31159,67591
31181,42298
31023,55562
31005,43854
31067,51662
31099,56952
31119,52857
31137,57241
31179,62623
31107,49752
31121,54197
31133,46314
31183,52083
32015,93583
32009,40000
29127,46762
29033,42149
29061,50380
29087,45610
29151,58476
29181,33343
29219,57948
29221,39621
29043,57019
29063,50000
29081,40168
29107,54661
29001,40046
29199,42965
29211,42604
29045,47955
29097,46929
29111,47764
29119,42019
29157,54964
29167,44892
29177,59857
30041,47141
30015,40942
30053,38287
30067,49194
30103,42292
30005,38083
30097,49514
30099,51862
30079,47250
30035,31029
30025,60750
30037,39952
30093,42237
30095,63785
30043,66867
30039,48958
30107,41186
30057,50247
30091,54321
30011,44196
30003,46365
30047,45488
30049,62130
30073,45458
30111,59117
30063,51270
30081,48930
30105,55882
30013,48160
30027,50327
30033,45893
30061,41905
30069,44688
30077,49652
30089,36984
30109,50202
30031,61499
48413,55677
48409,55229
48381,67397
48411,44698
48507,30988
48057,55469
48155,46354
48175,60492
48193,47500
48335,49670
48449,46698
48285,53021
48445,44975
48497,61709
48321,45500
48371,52282
48397,94767
48441,50818
48447,44196
48471,41855
48499,48534
48007,44865
48079,42798
48081,45551
48099,51440
48211,63778
48341,51527
48375,43157
48405,35509
48417,45187
48427,29294
48461,52257
48049,45457
48191,32921
48159,52944
48163,42476
48281,58194
50019,47915
50013,69583
50007,69896
50015,60365
50011,64258
50005,49348
50025,52659
50003,53040
50001,65093
50009,41045
50023,62108
49027,60445
49045,71020
49053,56877
49025,48269
49043,100453
49019,48673
49031,39440
49033,49886
49051,77449
49001,54212
49003,59937
49021,46809
13005,36964
13025,37031
13017,32705
13033,42773
13047,55125
13053,46453
13055,36107
13073,76938
13087,39148
13115,46367
13117,101743
13137,49140
13147,41358
13185,41390
13191,47114
13199,36351
19125,58492
19183,61769
19197,50198
19029,48178
19035,54658
19047,53609
19057,49977
19065,50015
19085,60063
19109,54146
19129,69177
19133,45252
19139,57348
19143,58125
19153,66044
19187,44261
19169,54554
19193,55483
19013,52688
19075,66965
19105,56012
19131,55553
19137,47648
19161,54958
19149,64296
19019,61409
19045,50156
19053,42614
19101,43378
19005,51057
19113,64862
19049,84790
19141,53045
20187,46726
20119,55568
20125,45173
20151,54029
20153,48125
20003,46274
20053,48188
20061,49185
20057,53072
20167,52806
20117,50234
20001,42679
20023,46833
20035,48087
20049,38494
20059,55486
24027,117730
24033,81969
24003,97810
24005,74127
24021,91999
24009,104301
24023,49619
24029,56009
24031,106287
24013,93363
24035,92167
24037,90438
24017,95924
24019,52145
24043,59719
24045,56608
24015,72845
24011,54956
25025,64582
25007,71224
25017,97012
25005,66157
25013,53403
25009,75878
25011,59522
25027,71895
25015,67044
26033,44483
26115,61514
26125,76387
26059,48392
26121,48329
26089,63831
26087,58952
26151,45277
26083,49779
26131,38906
26139,67468
26001,39735
26067,54343
26079,46004
26021,49135
26129,40150
26165,44166
26039,47443
26043,48966
26063,46320
26065,50940
26105,49663
26109,45508
26113,44766
26149,50117
26159,52351
26011,40769
26015,61016
26071,38918
30029,52966
30059,43109
30009,57538
30001,44809
30065,41612
31083,50344
31185,59779
31019,56952
31037,56528
31087,42902
31141,62617
31143,61962
31013,56412
31017,41550
31161,41719
31109,58009
31129,42049
31007,59625
31063,51855
31055,61688
31147,48096
31089,57468
31065,47989
31151,51143
31173,48149
31177,70753
31031,53684
31053,53101
31069,44471
31123,45121
31127,51922
31171,50682
31043,55017
31003,48716
31029,55833
31035,56316
31041,49891
31061,49235
31081,64042
31095,43295
31101,48901
31115,53125
31135,62469
31155,66718
31157,50157
31103,49688
31105,43856
31111,56794
31139,56620
31165,46875
31021,51482
31025,71139
31039,55190
31051,56775
31057,44350
31075,39479
31077,47128
31079,54742
31085,45515
49037,44680
49039,51720
49041,53020
49057,64636
49035,71230
49009,81250
49055,44694
49007,50278
49029,89274
49005,56840
49023,62237
51095,83048
51167,39482
51173,40425
51540,58933
51031,50258
51087,68572
51099,87321
51103,50739
51105,32718
51115,67009
51119,51917
51149,67001
51159,49831
51169,39144
51177,85330
51011,56176
51067,52639
51097,54516
51121,54641
51127,79698
51049,46221
51051,29226
51083,42289
51107,136268
51153,103445
51175,54611
51091,46147
51033,64715
51073,66701
51141,40486
51145,83914
51171,54921
51061,97469
51790,48049
51065,74931
51007,58526
51750,36743
51840,53797
51001,43210
51045,55484
51063,49729
51071,52478
51077,33969
51135,42869
51157,68438
51036,59192
51047,73116
51053,55880
05041,30234
05049,36184
05061,35900
05051,43146
05093,37237
05115,41914
05117,41846
05139,44000
05147,31023
05023,43391
05025,42460
05067,33174
05057,41355
05135,33708
05137,36162
05143,49629
05005,41481
05003,39635
05031,45868
05055,47497
05105,46071
05111,39277
05133,46667
05013,44022
05019,39752
05075,38528
05095,35190
05029,41196
05101,39896
05001,39466
05085,57509
05015,43505
05123,35356
05119,50093
06047,50129
06043,51199
06049,45149
06013,93712
06027,52874
06099,57387
06083,71657
13265,31797
13207,54050
13237,51245
13261,36205
13301,34730
13029,71322
13035,41845
13039,56397
13079,43257
13099,31567
13069,38266
13077,70717
13123,49389
13297,58370
13317,35106
13091,35757
13129,44313
13057,79670
13113,87272
13177,65420
13227,64512
13133,49755
13075,38408
13085,65805
13121,64787
15001,59297
15003,82906
15007,78482
15005,61875
16031,50918
16063,48222
16085,55299
16041,56613
16069,54174
16055,54457
16067,50663
16083,50778
16013,51968
16015,53942
16023,42250
16047,48638
16001,63137
16007,54265
16011,51288
16025,38393
16035,42348
16051,60162
48225,34297
48349,47920
48415,55889
48433,48000
48021,62941
48025,42032
48103,70398
50021,54973
50017,60159
50027,58303
49049,70408
49013,63919
49047,66736
20185,48563
20083,53854
20089,42552
20159,50764
20139,55036
20031,58636
20037,40174
20073,42595
20099,47668
20173,54974
20157,48022
20065,40769
20045,55832
20179,56071
20069,64426
42023,41485
42017,86055
42077,62178
42031,45625
42059,54121
42079,51646
42037,49889
42065,46818
42099,62266
42113,47346
44003,70223
44009,81301
45071,42765
45027,37525
45085,43792
45011,36566
45031,36254
45091,62431
45021,35836
45053,41930
45061,31651
45001,36685
46085,53263
46039,57930
46015,50839
46053,44479
46099,60028
46025,47798
46077,59375
46027,43189
46041,43954
46065,63564
46111,54899
46059,52438
46135,54694
46005,51700
46035,47772
46073,49519
46117,71763
46107,53600
46023,46389
46091,63594
46105,56850
26055,61485
26019,56639
26153,40747
26163,45321
26097,46507
26049,47006
31045,51748
31131,54828
31145,46859
31027,58978
31097,52794
31033,56538
31047,53769
31071,48545
31117,48882
31125,45833
31167,62687
31175,55170
32001,51514
32005,62503
32027,50846
32011,77625
32013,70373
32033,62993
32007,77209
32023,45711
32029,62284
32003,56802
32019,55493
33005,63057
33009,63153
33015,90429
33019,60780
33011,78655
33007,45696
33003,61116
34021,79990
34011,52593
34035,111772
34029,68021
34001,59989
34023,85954
34033,64309
34009,63690
34007,67118
34039,77095
34017,66289
34019,112535
34027,111316
35023,36339
35031,31674
35043,59420
35017,37880
35009,46182
35015,62982
35033,26968
35045,50582
28009,35974
28037,40810
28027,30009
28061,35931
28067,41263
28147,29804
28095,40940
51137,68481
51079,64979
51085,88652
51111,41868
51595,30857
51197,48043
51550,75790
51660,43893
51003,75394
51019,61541
51029,46261
51195,38345
51580,39432
51740,50224
51810,74186
51005,47794
51640,31938
51193,54268
51133,58677
51155,52638
51187,68189
51590,36301
51630,63274
51009,49170
51017,46137
51670,40497
51700,51884
51069,73250
51680,43374
51199,90367
51690,33224
51125,62446
51143,45382
51530,34273
51610,124796
51730,36135
51735,96831
51600,111574
51820,45738
51770,43028
51800,70664
51710,49146
51041,80214
51059,121133
53047,45808
53037,55193
53005,65650
53011,71636
53003,50423
53001,49142
53023,52525
53045,55726
53057,62865
53065,49200
53063,54852
53043,50744
53007,56135
53031,54471
06017,80582
06051,63018
06069,81977
06067,63902
06053,66676
06075,104552
06073,74855
06107,47518
06023,45528
06003,64688
06039,52884
06087,78041
06105,38497
06065,63948
06071,60164
06041,110217
06061,84357
06089,50905
06095,77609
06011,56704
32021,41163
32017,56414
32031,61155
32510,52034
33013,72478
33001,68368
33017,70650
34025,95699
06103,42899
34037,90520
34013,59302
34015,85160
34031,66476
34003,95837
34041,78145
34005,84992
35029,27377
35055,36758
35007,33783
35021,30875
35037,27075
28103,36000
28137,51056
28107,36563
28161,41864
28029,40361
28049,43005
28145,41287
28139,39839
28035,40675
28071,47132
28087,45355
28157,26599
28065,30083
28123,33735
28163,31402
28011,29912
28113,30910
51620,40375
49015,52055
49017,52337
51093,71376
51678,36466
51089,36683
51101,68720
51109,59343
51147,46189
51165,59817
51181,54844
51043,77936
51117,42025
51015,61305
51075,89741
51113,54197
51161,65467
51025,41927
51131,43553
51163,54805
51720,28071
51570,53716
51021,50511
51023,68410
51520,37904
51830,56163
51035,43532
51191,46262
49011,79690
51139,47951
51510,96733
51650,54550
51013,117374
51027,30806
46102,30347
46121,24257
28089,71690
28115,41379
28051,21093
28005,31854
28013,36440
28091,31446
28141,37312
28153,37970
28041,49447
28093,41572
28119,25510
28109,45820
28079,33482
28099,36875
28121,64557
28151,30834
28077,42290
28111,39007
28017,35939
28015,43060
28039,48319
28043,36877
28063,20188
28101,33831
28117,37519
28125,28799
28019,37203
28045,47543
28057,40510
28055,25776
28059,51142
28083,26052
28143,37822
28021,26732
28047,45566
28075,41704
28085,40355
28127,37946
28159,36214
28007,34756
28073,58188
28081,47978
28135,30028
28129,41657
28149,43039
28023,39246
28097,33667
28105,38800
28155,40683
28003,40180
28025,35121
28031,35931
28053,28507
42043,58916
37005,37558
37027,42072
37035,51157
53055,60711
53033,89418
53049,44846
53051,48583
53059,58598
53075,42163
53077,49871
53009,49913
53015,51752
53019,41924
53041,50216
53017,60452
53029,64809
53053,67868
53021,62002
53071,56533
53073,59285
54023,41071
54027,40099
54009,49772
54017,46449
54031,47186
54049,48605
54059,31305
54029,45580
54051,43918
54067,38468
54093,45655
54095,41108
54087,34300
54091,47205
54107,45958
54021,35810
53035,71610
54053,40347
54063,36493
54073,48563
54011,38321
54037,76503
54045,38123
54071,41210
54033,50433
54069,48418
54013,37610
54065,50661
54081,42296
54079,59626
54001,39580
54047,26547
54099,36875
54035,44783
72147,15539
72151,16013
72003,16347
72025,25006
72029,20673
72041,19949
28033,65169
28069,28176
28133,30029
28001,29203
42045,71539
37067,50128
37017,32378
37031,54428
28131,44883
37077,55628
37045,40393
37049,50870
37065,35516
37085,51630
37093,47535
37089,52815
37095,45466
37097,58198
37119,64312
37131,35499
37147,44315
37159,48667
37181,37282
37039,40294
37053,66284
37179,75397
37193,40829
37127,48362
37003,44961
37055,58012
37185,35962
37195,42850
37073,52205
37075,36525
37115,42410
37137,44947
37149,48834
37151,45006
37169,46169
37187,35512
37043,38801
37051,45716
37081,51072
37099,44028
37139,48279
37155,33679
37173,36773
37183,76956
37007,39126
37111,40913
37069,53175
37103,36892
37113,43597
37019,54406
37175,46629
37013,43688
37047,36398
37109,53318
37123,42346
37135,68211
37153,36091
37163,39068
37171,41068
37011,38134
37021,50668
72019,15970
72043,19833
72051,29667
72089,20829
72107,13319
72129,18821
72011,19379
72037,19103
72039,15071
72045,12812
72071,16748
72073,15424
72081,14540
72085,21792
72127,22146
72143,18895
72093,13262
16059,37921
16075,50289
16009,46507
16017,48710
16033,35341
16037,39957
16039,46715
16043,53311
16065,36031
16079,39091
16049,39113
16081,68818
16077,49985
16087,37206
17067,51549
17119,57890
17063,74140
17091,57981
17131,58011
17043,88711
17003,34709
17129,69102
17099,56243
17031,62088
17115,50444
20199,58875
20017,46295
20189,56507
20183,43438
20067,55455
20085,55904
20095,58483
20109,51597
20131,58644
20149,64657
20209,44873
20021,41103
20015,63272
20027,56186
20105,46196
20169,50515
20191,54915
20195,56810
20197,60450
20205,46208
20123,45221
20141,48355
20005,48667
20055,56573
20075,45000
20103,71184
20201,48889
20203,57566
20129,43925
20137,49891
20009,50198
20029,44143
20047,49293
20101,51719
20165,40598
20115,51262
20133,44294
20143,51971
20161,49910
20007,50613
20041,48167
20087,61793
21089,49343
21069,42213
21043,33067
21081,45610
21111,54357
21141,43842
21161,41415
21191,52620
21201,38864
21215,77738
21011,40837
21007,44350
21021,43274
21087,37374
21095,26324
26009,52589
26061,42852
26093,80897
26069,42102
26085,34631
26101,47172
26119,42305
26141,46439
26051,43290
26077,54431
26107,44460
26103,50771
26123,46724
26133,42689
26137,52645
26025,47426
26031,46161
26095,42255
26081,60351
26145,46919
26155,54742
26017,48005
26029,53207
26041,46490
26047,54055
27071,47129
27097,54962
27113,59036
27147,62731
27167,54935
27001,45989
27043,52286
27101,57500
27067,59089
27075,59516
27133,59890
27135,59644
27155,48784
27005,59278
27053,74113
27015,57728
27023,54552
27029,46291
27049,64765
27059,72473
27063,57010
27099,53665
27115,49138
27109,74880
27159,45860
27009,56357
27047,52447
37057,47271
37025,64174
37033,43961
37059,57611
37061,38850
37063,58190
37091,37005
37105,48873
37129,52716
37141,52989
37191,42192
37165,35617
37189,45268
37083,34251
37001,45735
37177,35472
38089,75708
38103,57989
38013,74931
38061,70678
38105,86575
38007,92604
38043,57734
38019,67591
38037,50962
38049,62637
38091,65848
38005,44313
38045,59426
38059,67584
38025,70500
38051,50739
38063,48798
38079,39884
38099,54414
38009,59882
38003,57064
38035,51951
38053,80732
38055,65648
38069,48802
38075,68182
38011,65063
38015,69719
38047,58144
38065,68333
38093,57642
38071,57313
38031,60613
38039,52794
38083,49261
38087,63942
39159,82775
39131,43729
39125,51933
39061,54976
39049,58762
17127,42604
17017,51997
18069,52208
18181,55086
18075,44772
18145,59214
18153,46517
18157,51844
18057,94644
18005,59045
18049,49333
18113,55033
18019,54240
18063,78355
18053,42593
18071,49506
18119,48667
18183,61153
18023,52488
18161,48227
18029,65096
18093,52092
18123,51064
18129,62583
18015,56429
18045,49887
18149,48895
18055,49177
19011,65475
19061,61321
19151,49877
19177,47083
19003,49229
19009,50397
06021,47395
06007,48443
06031,53865
06063,53270
06079,70699
06019,51261
06029,52479
06059,85398
06111,84017
06009,58151
06101,56955
06081,113776
06109,56493
06077,61145
06005,61198
08095,50724
08007,50753
08031,63793
08061,39784
08055,36705
08009,37500
08047,75120
08063,51046
08051,54979
08079,61058
08091,62230
08115,45188
08123,70908
08027,44644
08023,30593
08035,115314
08065,46918
08067,64372
08097,71244
08105,38639
08011,34392
08025,37586
08111,46563
08069,67664
08075,48922
08113,64478
08119,65382
08039,96658
08071,41945
08073,49423
08117,77589
08003,39191
08029,44512
08043,46296
17055,41414
17177,48016
17191,49764
17203,71867
17109,43724
17111,84803
17139,59623
17149,42664
17151,40671
17163,53681
17173,51157
17019,51692
17013,54392
17053,51120
17089,76912
17093,91764
17009,58762
17121,46102
17125,45596
17075,51825
17025,48691
17059,42500
17133,81268
17181,49182
17201,52743
17153,33799
17169,46151
17045,51109
17007,66898
17011,55940
17029,44071
17033,49233
17155,65034
17039,55591
17103,57901
17117,53778
17159,48724
17189,59469
51760,45117
51057,52681
51185,40978
51685,80667
51183,45801
51683,78462
51775,57185
51037,39212
51081,44534
53067,69592
53013,51111
53039,54056
53027,47770
53069,54085
53025,54982
53061,82751
54089,36049
54025,39038
54057,46354
54041,39423
54075,39702
21225,42844
21137,39833
21171,34167
21183,42826
21233,40947
48425,53162
48199,59105
48289,44818
48351,40950
48389,58384
48453,71767
48087,42750
48143,48819
48345,43750
48083,43981
48325,61059
48213,45798
48277,43562
48267,42500
48477,56237
48429,45336
48003,74233
48177,53006
48305,43524
48505,31113
48221,59049
48269,65125
48073,46044
48119,46138
48253,45694
21159,35125
48249,42005
48111,51250
48157,95561
48235,54706
48489,29944
48115,44657
48051,56235
48355,55048
48379,49872
48385,34813
48431,59286
48065,70087
48161,48731
48197,42238
48045,42647
48291,49850
48301,81875
48395,54201
48401,52329
48455,40407
48019,53683
48075,40794
48091,75356
27151,48577
27061,53022
27121,58132
27149,58363
27033,53354
27139,97744
27157,65138
27117,52309
27107,55206
27103,65027
39015,52356
39101,45464
39157,51170
39169,56348
39017,63358
39067,48462
39083,55131
39089,62715
39139,47346
39163,42114
39019,52394
39063,55644
39025,64822
39045,66175
39039,57665
39071,43297
39069,59083
39081,44819
39133,56618
39137,62001
39013,49361
39027,51354
39047,46478
39127,48811
39129,62214
39097,65264
39119,45276
39143,51701
39161,52754
39167,48572
39011,61758
